index,unit2_pos,unit1_beam
3428,"[0.48828254978620445, 0.31784874877967856]",15
3429,"[0.4888054380402196, 0.3215816396907938]",15
3430,"[0.48890050862111184, 0.32144338447986803]",15
3431,"[0.4900413557100344, 0.3275266141142519]",15
3432,"[0.49068308219438683, 0.3315360154865131]",15
3433,"[0.4913485763112964, 0.33637494814397617]",15
3434,"[0.492085373393429, 0.34176690168443674]",15
3435,"[0.49286970575756384, 0.34785013131882064]",15
3436,"[0.4923705851529937, 0.3450850269627747]",15
3437,"[0.49272709987778146, 0.3492326835066672]",15
3438,"[0.4930836145856813, 0.35351859530078]",15
3439,"[0.49346389694302617, 0.35780450711454]",15
3440,"[0.49384417930037106, 0.362228674158873]",15
3441,"[0.4942244616577159, 0.36665284110496976]",15
3442,"[0.49462851166450583, 0.3712152633798758]",15
3443,"[0.4950325616712957, 0.3759159408067658]",15
3444,"[0.49581689403543056, 0.38434950920371286]",15
3445,"[0.4962209440591084, 0.3883589105366796]",15
3446,"[0.49660122641645327, 0.39236831190894084]",15
3447,"[0.49698150877379815, 0.3962394580309818]",15
3448,"[0.4973142558322529, 0.4001106041530228]",15
3449,"[0.4976470029075956, 0.403843495064138]",16
3450,"[0.4979322146671603, 0.40743813078397473]",16
3451,"[0.49821742644361294, 0.4108945112535912]",16
3452,"[0.49845510292117545, 0.4139361260904304]",16
3453,"[0.49852640585262264, 0.4173925065403996]",16
3454,"[0.4984788705706205, 0.41988110047459404]",16
3455,"[0.4983124970245052, 0.42140190791266086]",16
3456,"[0.49800351761549544, 0.4218166735847326]",16
3457,"[0.4975519323098154, 0.42140190791266086]",16
3458,"[0.49698150877379815, 0.41988110047459404]",16
3459,"[0.49738555878058804, 0.4216784183738069]",16
3460,"[0.49676759994568065, 0.42140190791266086]",17
3461,"[0.4961734087602183, 0.42112539747116207]",16
3462,"[0.4955792175747559, 0.42112539747116207]",17
3463,"[0.4950325616712957, 0.4212636526820878]",16
3464,"[0.4945096734341685, 0.4215401631235866]",17
3465,"[0.49401055282959844, 0.4219549287956584]",17
3466,"[0.4933212910632438, 0.4230609705616534]",17
3467,"[0.49248942340021895, 0.4270703718946202]",17
3468,"[0.4919427675136467, 0.4313562837083802]",17
3469,"[0.4916813233866391, 0.43605696113527026]",17
3470,"[0.4916813233866391, 0.4410341490233063]",17
3471,"[0.4919427675136467, 0.4465643577943399]",17
3472,"[0.4916813233866391, 0.44614959214191535]",17
3473,"[0.4913961116101865, 0.460666390153599]",17
3474,"[0.4917050910360841, 0.4801603760533187]",17
3475,"[0.4930360792867912, 0.5038020184969308]",17
3476,"[0.4930360792867912, 0.5214986865563794]",17
3477,"[0.49348766459247123, 0.5372597815449839]",18
3478,"[0.4943908351869433, 0.5512235586933172]",18
3479,"[0.4957218234545383, 0.563390017962085]",18
3480,"[0.4975281646603704, 0.5736209041796558]",19
3481,"[0.49973855587299243, 0.5819162173067354]",19
3482,"[0.5024243000407395, 0.5857873634680708]",19
3483,"[0.5080572325032413, 0.592561869196378]",19
3484,"[0.5151399914467873, 0.5987833540809822]",19
3485,"[0.5236488092388207, 0.60459007325422]",19
3486,"[0.5336312211782314, 0.6099820267946806]",19
3487,"[0.5450396919661292, 0.6148209594717908]",19
3488,"[0.5578979892519594, 0.6191068712659036]",19
3489,"[0.5722061130357219, 0.6228397621770189]",19
3490,"[0.57139801303903, 0.6233927830600163]",20
3491,"[0.6247326139690751, 0.6365270288642062]",19
3492,"[0.6746209060335714, 0.6439928107453784]",20
3493,"[0.7362028806455302, 0.3542098714143505]",15
3494,"[0.7233921186585901, 0.36679109635519]",15
3495,"[0.7121024860841415, 0.3778515138972572]",15
3496,"[0.6961543946406623, 0.39375086409678745]",15
3497,"[0.6861719827012516, 0.4017696668020154]",15
3498,"[0.6779959119676731, 0.407991151647325]",15
3499,"[0.6716024147904815, 0.41255357388293656]",15
3500,"[0.6670152588360101, 0.41545693348920276]",16
3501,"[0.6642344440704828, 0.41670123046612356]",16
3502,"[0.6646147264447156, 0.41670123046612356]",16
3503,"[0.6679897323788173, 0.41670123046612356]",16
3504,"[0.6720540000961616, 0.41614820960277327]",16
3505,"[0.6768075295967483, 0.415042167817131]",16
3506,"[0.6822503208636898, 0.4133831052074329]",17
3507,"[0.6883586062644286, 0.41117102169508996]",16
3508,"[0.695132385798965, 0.4084059173193968]",16
3509,"[0.6967723534755697, 0.407299875573049]",16
3510,"[0.7027855682954163, 0.40412000552528404]",16
3511,"[0.7093454389849472, 0.40024885940324306]",16
3512,"[0.7164519655948263, 0.3959629475698358]",16
3513,"[0.7241051480743897, 0.390985759701447]",16
3514,"[0.7322812188079683, 0.3855938061413392]",16
3515,"[0.7410277130775641, 0.3795105765462498]",15
3516,"[0.7502970956011752, 0.37287432598957393]",15
3517,"[0.7600180634135782, 0.3659615650306937]",15
3518,"[0.7896800874722455, 0.34494677175184896]",15
3519,"[0.8238579645370492, 0.320752108405592]",15
3520,"[0.8624328563945397, 0.29365408541377436]",15
3521,"[0.8779055949166698, 0.2827319231219274]",15
3522,"[0.8938774540095941, 0.2712567399274357]",14
3523,"[0.9103722013734215, 0.2595050462914453]",14
3524,"[0.9273660693080431, 0.24733858702267753]",14
3525,"[0.9448828254966799, 0.234757362081838]",14
3526,"[0.9629224699393318, 0.22176137146892672]",14
3527,"[0.9814612349696659, 0.2083506152428854]",14
3528,"[1.0, 0.19507811418847534]",14
3529,"[0.8239292674853843, 0.5461081155747082]",20
3530,"[0.8182725673903254, 0.5378128024279815]",17
3531,"[0.8134001996594014, 0.5293792340506817]",17
3532,"[0.8092883966431671, 0.521083920903955]",17
3533,"[0.8059609259910675, 0.512788607737581]",17
3534,"[0.8033940200705456, 0.5044932946105014]",17
3535,"[0.8015876788478257, 0.49619798146377464]",17
3536,"[0.8001140847173362, 0.4930181114160097]",17
3537,"[0.7979036934878263, 0.4829254804486591]",17
3538,"[0.7957646052235394, 0.4725563390201625]",17
3539,"[0.7936968198906997, 0.46204894234144556]",17
3540,"[0.7917003375061952, 0.45112678004959866]",17
3541,"[0.7897989257025828, 0.43992810725731124]",17
3542,"[0.7879688168473057, 0.42859117933268703]",17
3543,"[0.7859485668133561, 0.41670123046612356]",17
3544,"[0.784165993256969, 0.4023226876653657]",17
3545,"[0.7825022579309192, 0.3880824000755336]",17
3546,"[0.7809573608520948, 0.37411862298614196]",15
3547,"[0.7794837667047174, 0.36043135625966016]",15
3548,"[0.7768693254853054, 0.33374809897920876]",15
3549,"[0.7757047107469378, 0.3206138531553717]",15
3550,"[0.7740172077883309, 0.3022259090216471]",15
3551,"[0.7726149165724009, 0.2939305958749204]",15
3552,"[0.769620192995644, 0.2853587723063421]",15
3553,"[0.7680039929684843, 0.2850822618451961]",15
3554,"[0.7663402576424346, 0.28757085581868497]",14
3555,"[0.7646052193849376, 0.29254804368707377]",15
3556,"[0.7657936017558623, 0.2888151527563113]",15
3557,"[0.7636545134746875, 0.2913037466905057]",14
3558,"[0.7628939487599977, 0.2897829392917334]",15
3559,"[0.7631553928870053, 0.2853587723063421]",15
3560,"[0.763012786990335, 0.28729434535753895]",14
3561,"[0.7628464134611077, 0.28936817363930883]",14
3562,"[0.7627038075813253, 0.29199502280407624]",14
3563,"[0.7625849693509881, 0.29476012719941663]",14
3564,"[0.7624423634543177, 0.2979399972471816]",15
3565,"[0.7623472928734255, 0.30139637769715083]",15
3566,"[0.7622284546262003, 0.3051292686279133]",15
3567,"[0.7623948281723156, 0.3059587999524096]",14
3568,"[0.7627275752307704, 0.30554403428033783]",15
3569,"[0.763012786990335, 0.3048527582060618]",14
3570,"[0.7632266958184525, 0.30374671642041945]",15
3571,"[0.7633693017151228, 0.3023641642325729]",15
3572,"[0.7634881399454602, 0.300428591181376]",15
3573,"[0.7635119075949052, 0.2982165076690331]",15
3574,"[0.7629652517083328, 0.2994608046459539]",14
3575,"[0.7627038075813253, 0.2993225494350282]",14
3576,"[0.7626562722824353, 0.2994608046459539]",15
3577,"[0.7627751105296604, 0.2997373150874527]",15
3578,"[0.7630603222892252, 0.3000138255093042]",15
3579,"[0.7635356752443502, 0.30056684639230175]",15
3580,"[0.764724057615275, 0.3025024194827931]",14
3581,"[0.7655796929277449, 0.30319369555706915]",15
3582,"[0.7662927223435445, 0.30374671642041945]",15
3583,"[0.7667918429481146, 0.3044379925143427]",15
3584,"[0.7668393782470047, 0.3048527582060618]",14
3585,"[0.7668631458964498, 0.3051292686279133]",15
3586,"[0.7669106811784518, 0.3054057790497648]",15
3587,"[0.766934448827897, 0.30554403428033783]",15
3588,"[0.7669819841267871, 0.3056822894912636]",15
3589,"[0.7670057517762321, 0.30582054470218933]",15
3590,"[0.7670295194256771, 0.30582054470218933]",14
3591,"[0.7670295194256771, 0.3059587999524096]",15
3592,"[0.7671245900065694, 0.30609705516333535]",15
3593,"[0.7672196606043495, 0.30623531039390833]",15
3594,"[0.7672909635526847, 0.30623531039390833]",15
3595,"[0.7673622664841319, 0.3063735656048341]",14
3596,"[0.767433569432467, 0.3063735656048341]",15
3597,"[0.7674811047144692, 0.3065118208157599]",14
3598,"[0.7674573370819121, 0.30665007602668565]",15
3599,"[0.7674573370819121, 0.3067883312376114]",15
3600,"[0.767433569432467, 0.3069265864681844]",14
3601,"[0.767386034133577, 0.30706484167911013]",15
3602,"[0.7673147311852418, 0.3072030968900359]",15
3603,"[0.7672196606043495, 0.30734135214025615]",15
3604,"[0.7671008223571243, 0.30734135214025615]",15
3605,"[0.7669819841267871, 0.3074796073511819]",15
3606,"[0.766934448827897, 0.3074796073511819]",15
3607,"[0.7668869135458948, 0.3074796073511819]",15
3608,"[0.7668156105975596, 0.3074796073511819]",14
3609,"[0.7667443076492245, 0.3074796073511819]",15
3610,"[0.7666492370683322, 0.30761786258175494]",15
3611,"[0.7665779341199971, 0.30761786258175494]",15
3612,"[0.766482863522217, 0.3077561177926807]",14
3613,"[0.7663640252918796, 0.3077561177926807]",14
3614,"[0.7662689547109873, 0.3077561177926807]",14
3615,"[0.7660788135154271, 0.3077561177926807]",15
3616,"[0.7659124399861996, 0.30789437300360645]",15
3617,"[0.7657936017558623, 0.3080326282145322]",15
3618,"[0.7657222988075272, 0.30817088342545795]",15
3619,"[0.7656747635086371, 0.3083091386756782]",14
3620,"[0.7656747635086371, 0.30844739388660397]",15
3621,"[0.7655796929277449, 0.3083091386756782]",15
3622,"[0.765175642920955, 0.3085856490975297]",15
3623,"[0.7648191282130551, 0.3088621595390285]",15
3624,"[0.7645576840860475, 0.30913867000017453]",14
3625,"[0.7643913105568201, 0.30927692519145306]",15
3626,"[0.76429623995904, 0.3094151804023788]",14
3627,"[0.7642724723095949, 0.30955343561330456]",15
3628,"[0.764320007608485, 0.30955343561330456]",15
3629,"[0.7643437752579301, 0.30955343561330456]",15
3630,"[0.7645576840860475, 0.30955343561330456]",14
3631,"[0.764771592914165, 0.30955343561330456]",14
3632,"[0.7649379664433924, 0.30955343561330456]",15
3633,"[0.7650568046737297, 0.30955343561330456]",14
3634,"[0.7651518752715099, 0.3096916908635248]",15
3635,"[0.765223178219845, 0.3096916908635248]",15
3636,"[0.765223178219845, 0.3096916908635248]",15
3637,"[0.7650330370411725, 0.3098299460744506]",15
3638,"[0.7649855017422825, 0.3098299460744506]",15
3639,"[0.7650805723231747, 0.3098299460744506]",15
3640,"[0.7652707135018472, 0.30996820128537633]",15
3641,"[0.7656034605771899, 0.30996820128537633]",15
3642,"[0.7660550458828699, 0.30996820128537633]",15
3643,"[0.7666254694188872, 0.30996820128537633]",15
3644,"[0.7684080429752743, 0.30996820128537633]",15
3645,"[0.7706422018373413, 0.30913867000017453]",15
3646,"[0.772709987170181, 0.30844739388660397]",15
3647,"[0.7746589342557955, 0.30789437300360645]",14
3648,"[0.7746113989737933, 0.3074796073511819]",15
3649,"[0.7755383372177105, 0.3101064565159493]",15
3650,"[0.7764415078290705, 0.31287156091128976]",15
3651,"[0.7772971431415404, 0.3156366652869829]",15
3652,"[0.7781290107876774, 0.3185400248932491]",15
3653,"[0.7789371108012572, 0.32171989490171954]",15
3654,"[0.7796976755328349, 0.3247615097385587]",15
3655,"[0.7817892284982316, 0.33291856769400696]",15
3656,"[0.7833578932433892, 0.3354071616282014]",15
3657,"[0.7847601844424313, 0.33775750035147]",15
3658,"[0.7859723344628011, 0.3401078390747387]",15
3659,"[0.7870181109539435, 0.34231992258708155]",15
3660,"[0.7878975139158585, 0.34453200606012996]",15
3661,"[0.7885867756822131, 0.3467440895724728]",15
3662,"[0.7891096639193403, 0.34881791789353717]",15
3663,"[0.7889195227575558, 0.3471588552445446]",15
3664,"[0.7912962874994052, 0.3550394027388468]",15
3665,"[0.7920568522140949, 0.35738974146211544]",15
3666,"[0.7930075581243451, 0.36043135625966016]",15
3667,"[0.7932452345850197, 0.3612608875841564]",15
3668,"[0.7933640728322449, 0.361952163697727]",15
3669,"[0.7933640728322449, 0.36264343977200303]",15
3670,"[0.7932214669355746, 0.3630582054440748]",15
3671,"[0.7931026287052373, 0.3636112263074251]",15
3672,"[0.7930788610557923, 0.3638877367685711]",15
3673,"[0.7930788610557923, 0.3641642471707754]",15
3674,"[0.7931739316535724, 0.36430250242099566]",15
3675,"[0.7932927698839097, 0.36457901284284716]",15
3676,"[0.7934829110625822, 0.36471726807342014]",15
3677,"[0.7937205875401447, 0.3648555232843459]",15
3678,"[0.7935304463614723, 0.36471726807342014]",15
3679,"[0.7936492845918096, 0.3648555232843459]",15
3680,"[0.7937918904884799, 0.36499377849527165]",15
3681,"[0.7939107287188172, 0.36527028895641767]",15
3682,"[0.7940533345985995, 0.36527028895641767]",15
3683,"[0.7941959404952698, 0.3654085441673435]",15
3684,"[0.7943385463750521, 0.3655467993782692]",15
3685,"[0.7944098493233873, 0.36582330981976796]",15
3686,"[0.7947901316807321, 0.36817364854303664]",15
3687,"[0.795122878739187, 0.37052398726630525]",15
3688,"[0.7954318581650845, 0.3727360707786481]",15
3689,"[0.7956695346257592, 0.37494815427134376]",15
3690,"[0.7958834434538766, 0.3770219825727609]",15
3691,"[0.796026049350547, 0.37909581085453076]",15
3692,"[0.7961448875808842, 0.3810313839450222]",15
3693,"[0.796049816999992, 0.3792340660851038]",15
3694,"[0.7965251699382291, 0.3768837273618351]",15
3695,"[0.7968579170135718, 0.37467164384949225]",15
3696,"[0.7970480581922442, 0.37232130512622363]",15
3697,"[0.7970718258416893, 0.3701092216138807]",15
3698,"[0.796952987611352, 0.36789713810153785]",15
3699,"[0.7966915434674565, 0.3656850546088422]",15
3700,"[0.7962874934606666, 0.36347297109649934]",15
3701,"[0.7953367875673044, 0.3655467993782692]",20
3702,"[0.7933403051827999, 0.378957555643605]",17
3703,"[0.7926272757501123, 0.38766763446240354]",15
3704,"[0.7921043875129851, 0.3977602654297542]",15
3705,"[0.7917954080870874, 0.40909719339367284]",15
3706,"[0.791652802207305, 0.4218166735847326]",15
3707,"[0.79162903455786, 0.4229227153114332]",15
3708,"[0.7921281551624301, 0.43605696113527026]",15
3709,"[0.7926035081175552, 0.4483616756542582]",15
3710,"[0.7930788610557923, 0.4595603484072512]",17
3711,"[0.7935542140109173, 0.46979123462482203]",17
3712,"[0.7940295669660424, 0.4789160790763978]",17
3713,"[0.7944811522548345, 0.4872113922231246]",17
3714,"[0.7949565052099595, 0.49440066360385626]",17
3715,"[0.7954793934470867, 0.502004700676307]",17
3716,"[0.7954080905156395, 0.5031107424226549]",17
3717,"[0.7950753434402968, 0.5025577215593046]",17
3718,"[0.7944573846053894, 0.5003456380469616]",17
3719,"[0.7935779816603624, 0.4966127471161992]",17
3720,"[0.7924133669219948, 0.4910825383451656]",17
3721,"[0.7909873080735076, 0.48403152217535966]",17
3722,"[0.7895612492250204, 0.4765657403531292]",17
3723,"[0.7883966345035407, 0.4695147241833233]",17
3724,"[0.7873270903629532, 0.46204894234144556]",17
3725,"[0.786376384469591, 0.4543066500580691]",17
3726,"[0.7855207491571211, 0.4462878473528411]",17
3727,"[0.7847364167929863, 0.4378542789951886]",17
3728,"[0.7840709226591889, 0.42914420017639004]",17
3729,"[0.7835004991231715, 0.42001935572481425]",17
3730,"[0.7838807814805164, 0.4267938614531214]",17
3731,"[0.7830251461680465, 0.41988110047459404]",17
3732,"[0.7823121167522469, 0.41476565739527943]",16
3733,"[0.7816941579173394, 0.41117102169508996]",16
3734,"[0.7812188049622144, 0.4092354486242459]",17
3735,"[0.7808385226048695, 0.40909719339367284]",16
3736,"[0.7805533108453048, 0.41047974558151945]",16
3737,"[0.7804582402475246, 0.4131065947659341]",16
3738,"[0.7808147549554244, 0.41531867827827695]",15
3739,"[0.7811712696802122, 0.4164247200246248]",16
3740,"[0.781504016738667, 0.416286464813699]",16
3741,"[0.7818605314465669, 0.4149039126062052]",17
3742,"[0.7821932785219096, 0.4124153186720108]",16
3743,"[0.7825260255803643, 0.40854417254996983]",16
3744,"[0.7828350049893741, 0.40356698466193375]",15
3745,"[0.7829300755871542, 0.3962394580309818]",15
3746,"[0.7828587726388191, 0.387114613579406]",15
3747,"[0.7827637020579268, 0.37729849299461243]",15
3748,"[0.7826448638107016, 0.36665284110496976]",15
3749,"[0.7825022579309192, 0.3553159131803456]",15
3750,"[0.7823121167522469, 0.3432877091225036]",15
3751,"[0.7821219755735744, 0.3304299737205181]",15
3752,"[0.7818842990960119, 0.3168809622442565]",15
3753,"[0.7817416931993416, 0.3069265864681844]",15
3754,"[0.7817416931993416, 0.275127886069124]",15
3755,"[0.7818605314465669, 0.24609429006540395]",15
3756,"[0.7820744402746843, 0.2198257984373771]",15
3757,"[0.7824309549825841, 0.19646066637632192]",14
3758,"[0.7829063079377092, 0.17586063873025443]",14
3759,"[0.7834767314737265, 0.15816397067080587]",14
3760,"[0.7827161667590368, 0.1941103276530533]",14
3761,"[0.7836668726523989, 0.1677035808141007]",14
3762,"[0.7827874697073719, 0.1594082676477267]",12
3763,"[0.783262822645609, 0.16162035117971682]",12
3764,"[0.7841184579580789, 0.1630029033675634]",12
3765,"[0.7853543756278938, 0.16383243469205971]",12
3766,"[0.7869705756550535, 0.16369417944183945]",12
3767,"[0.788990825689003, 0.1630029033675634]",12
3768,"[0.7905357227678276, 0.16162035117971682]",12
3769,"[0.7914626610286326, 0.16009954376129723]",12
3770,"[0.7923895992894376, 0.15857873634287764]",12
3771,"[0.7933403051827999, 0.1571961841353838]",12
3772,"[0.7943147787256071, 0.15581363194753722]",12
3773,"[0.7952654846189693, 0.15456933499026365]",12
3774,"[0.7962399581786644, 0.15332503801334282]",12
3775,"[0.7972144317214717, 0.152218996266995]",12
3776,"[0.7958359081718746, 0.15456933499026365]",12
3777,"[0.7970242905427992, 0.15512235587326118]",12
3778,"[0.7980462993844966, 0.156366652850182]",12
3779,"[0.7989257023464115, 0.15816397067080587]",12
3780,"[0.7996149641127661, 0.1605143093940745]",12
3781,"[0.8001378523667813, 0.1635559242309137]",12
3782,"[0.8007795788342458, 0.1652149868799063]",12
3783,"[0.8037980700773356, 0.17351030000698578]",12
3784,"[0.8039882112560081, 0.17406332087033607]",12
3785,"[0.8039406759571179, 0.17420157612055634]",12
3786,"[0.8038693730087828, 0.1744780865227606]",12
3787,"[0.8037743024278905, 0.1747545969839066]",12
3788,"[0.8036554641806654, 0.17516936263633115]",12
3789,"[0.8035128583008829, 0.17558412830840292]",12
3790,"[0.8033464847716556, 0.17599889396082743]",12
3791,"[0.8031563435929832, 0.17655191480453047]",12
3792,"[0.8032751818233205, 0.17655191480453047]",12
3793,"[0.8029186671154206, 0.17765795657052555]",12
3794,"[0.8025621524075208, 0.18056131617679172]",20
3795,"[0.802229405332178, 0.18484722795125724]",8
3796,"[0.8018966582737233, 0.1907922023943626]",12
3797,"[0.8015876788478257, 0.19825798421659305]",12
3798,"[0.8012786994388159, 0.2072445734572431]",14
3799,"[0.8012786994388159, 0.22010230885922863]",14
3800,"[0.8011836288410357, 0.22577077284118796]",8
3801,"[0.8012549317893708, 0.23489561731241101]",14
3802,"[0.8014688406174884, 0.24747684225325053]",20
3803,"[0.8018253553253881, 0.26337619245278077]",20
3804,"[0.8023482435794033, 0.28259366791100166]",14
3805,"[0.8030375053457579, 0.30526752383883904]",14
3806,"[0.8041545847852354, 0.3349923959561296]",15
3807,"[0.8048913818504801, 0.35877229364996205]",15
3808,"[0.8055568759842776, 0.3811696391559479]",15
3809,"[0.8061510671697399, 0.4023226876653657]",15
3810,"[0.8066501877743101, 0.42223143923715717]",15
3811,"[0.8067690260046474, 0.4254113092456276]",15
3812,"[0.8070067024822098, 0.4457348264894908]",17
3813,"[0.8070067024822098, 0.45361537398379304]",15
3814,"[0.8069116318844297, 0.45997511404002844]",17
3815,"[0.8064362789461925, 0.4677174063234049]",17
3816,"[0.8060559965888477, 0.46979123462482203]",20
3817,"[0.8046061700909154, 0.4689617033003257]",17
3818,"[0.8024195465108505, 0.4684086824369755]",17
3819,"[0.8016589817961608, 0.46854693764790123]",17
3820,"[0.8011360935590336, 0.4690999585112515]",17
3821,"[0.8008271141331359, 0.46979123462482203]",17
3822,"[0.8007320435522436, 0.47089727637116985]",17
3823,"[0.8007558111848008, 0.46882344806975274]",17
3824,"[0.7984741170407315, 0.4794690999397481]",17
3825,"[0.7977135523091539, 0.48403152217535966]",17
3826,"[0.7964063317078918, 0.4866583713597743]",17
3827,"[0.7961924228797743, 0.485828840035278]",17
3828,"[0.7954318581650845, 0.4823724595460143]",17
3829,"[0.7947425963818421, 0.4794690999397481]",17
3830,"[0.7940771022480445, 0.47725701642740526]",17
3831,"[0.7934591434131372, 0.47587446423955865]",17
3832,"[0.7928887198771198, 0.47504493295435685]",17
3833,"[0.7923658316399926, 0.4749066777434311]",17
3834,"[0.7923420639905476, 0.47476842249321083]",17
3835,"[0.7921994581107652, 0.47532144339585564]",17
3836,"[0.7921281551624301, 0.47587446423955865]",17
3837,"[0.7921043875129851, 0.47642748514220346]",17
3838,"[0.7921519228118752, 0.47698050600555375]",17
3839,"[0.7922469933927674, 0.47767178211912426]",17
3840,"[0.7924133669219948, 0.4783630581934003]",17
3841,"[0.7926272757501123, 0.47905433430697086]",17
3842,"[0.7925322051692201, 0.47905433430697086]",17
3843,"[0.7926035081175552, 0.4794690999397481]",17
3844,"[0.7926510433995573, 0.4800221208030984]",17
3845,"[0.7926985786984474, 0.48029863126424444]",17
3846,"[0.7927461139973375, 0.48057514170574317]",17
3847,"[0.7927698816467825, 0.480713396916669]",17
3848,"[0.7927936492962276, 0.480713396916669]",17
3849,"[0.7927936492962276, 0.480713396916669]",17
3850,"[0.7932214669355746, 0.4804368865144647]",17
3851,"[0.7934591434131372, 0.48029863126424444]",17
3852,"[0.7937205875401447, 0.4801603760533187]",17
3853,"[0.7940057993165973, 0.4800221208030984]",17
3854,"[0.7942910110761621, 0.4798838656118199]",17
3855,"[0.7945999905020596, 0.47974561040089414]",17
3856,"[0.7946237581515048, 0.47974561040089414]",17
3857,"[0.7949089699110694, 0.47974561040089414]",17
3858,"[0.795170414038077, 0.47974561040089414]",17
3859,"[0.7954318581650845, 0.4796073551506739]",17
3860,"[0.7956695346257592, 0.4796073551506739]",17
3861,"[0.7959072111033217, 0.4794690999397481]",17
3862,"[0.7960973522819942, 0.4794690999397481]",17
3863,"[0.7962874934606666, 0.47933084472882237]",17
3864,"[0.7964300993573369, 0.4791925895178966]",17
3865,"[0.7966202405360093, 0.4791925895178966]",17
3866,"[0.7967390787663466, 0.4791925895178966]",17
3867,"[0.7967866140652367, 0.47933084472882237]",17
3868,"[0.7967866140652367, 0.47933084472882237]",17
3869,"[0.7967153111169015, 0.47933084472882237]",17
3870,"[0.7965727052371192, 0.47933084472882237]",17
3871,"[0.7963825640584468, 0.47933084472882237]",17
3872,"[0.7966677758348993, 0.47933084472882237]",17
3873,"[0.7965964728865642, 0.47905433430697086]",17
3874,"[0.7965964728865642, 0.4789160790763978]",17
3875,"[0.7966677758348993, 0.4787778238654721]",17
3876,"[0.7968103817146818, 0.47850131340432606]",17
3877,"[0.7970005228933542, 0.4783630581934003]",17
3878,"[0.7972857346698068, 0.4782248029628273]",17
3879,"[0.797808622906934, 0.4782248029628273]",17
3880,"[0.7980938346833866, 0.47808654775190157]",17
3881,"[0.7983552787935063, 0.47808654775190157]",17
3882,"[0.7985454199721788, 0.47808654775190157]",17
3883,"[0.798688025868849, 0.47808654775190157]",17
3884,"[0.7987830964497412, 0.4782248029628273]",17
3885,"[0.7988306317486313, 0.47850131340432606]",17
3886,"[0.7988543993980763, 0.4782248029628273]",17
3887,"[0.798711793518294, 0.4783630581934003]",17
3888,"[0.7985929552710688, 0.4783630581934003]",17
3889,"[0.7984741170407315, 0.47850131340432606]",17
3890,"[0.7983552787935063, 0.4786395686152518]",17
3891,"[0.798260208212614, 0.4787778238654721]",17
3892,"[0.7981889052642789, 0.4789160790763978]",17
3893,"[0.7981176023159438, 0.4791925895178966]",17
3894,"[0.7982126729137239, 0.4800221208030984]",17
3895,"[0.7981413699822767, 0.4796073551506739]",17
3896,"[0.7980462993844966, 0.47974561040089414]",17
3897,"[0.7979274611372713, 0.4801603760533187]",17
3898,"[0.797832390556379, 0.48112816258874075]",17
3899,"[0.7977135523091539, 0.4823724595460143]",17
3900,"[0.7975709464293714, 0.4841697773862854]",17
3901,"[0.7974521081990342, 0.4863818608986283]",17
3902,"[0.7972857346698068, 0.49177381443908885]",17
3903,"[0.797357037601254, 0.4995161067224653]",17
3904,"[0.7975471787799264, 0.5083644407521897]",17
3905,"[0.7978561582058241, 0.5183188165086144]",17
3906,"[0.798260208212614, 0.5292409788397558]",17
3907,"[0.7988068640991863, 0.5414074381281709]",17
3908,"[0.7994723582329838, 0.5545416839323607]",17
3909,"[0.7995198935318739, 0.5477671781844062]",17
3910,"[0.8021581024007308, 0.5810866860215336]",17
3911,"[0.8037743024278905, 0.6023779897418771]",17
3912,"[0.8043684936133529, 0.6117793446742462]",20
3913,"[0.8039406759571179, 0.6091524955094788]",19
3914,"[0.8024670818097406, 0.5947739527087209]",17
3915,"[0.799971478820666, 0.568505461080694]",19
3916,"[0.7964300993573369, 0.5302087653751779]",19
3917,"[0.804867614201035, 0.6189686160549779]",19
3918,"[0.8061510671697399, 0.6397068989119711]",20
3919,"[0.8073632171901097, 0.6627955205315275]",20
3920,"[0.8085040642790322, 0.6883727360459838]",20
3921,"[0.8095736084027317, 0.716438545533929]",20
3922,"[0.810571849594984, 0.7468546937254956]",20
3923,"[0.8114987878557891, 0.7797594359101984]",20
3924,"[0.812354423168259, 0.8151527720094482]",20
3925,"[0.8104530113646468, 0.7613714917764738]",20
3926,"[0.8100727290073019, 0.8134937093604556]",20
3927,"[0.8082188525025796, 0.926309968195234]",20
3928,"[0.607073251883768, 0.4097884695072434]",15
3929,"[0.5560678803966823, 0.4064703442485527]",15
3930,"[0.5349859770952714, 0.40550255771313065]",16
3931,"[0.5168512620717272, 0.40494953684978036]",15
3932,"[0.5016399676766047, 0.40494953684978036]",15
3933,"[0.4893996292256819, 0.4053643024825576]",15
3934,"[0.48008271142006875, 0.40619383382670116]",15
3935,"[0.46924466416818816, 0.4071616203621232]",15
3936,"[0.4580738698578528, 0.40882068297182134]",16
3937,"[0.44828159908022663, 0.4110327664841642]",16
3938,"[0.4399153871679756, 0.41379787087950465]",16
3939,"[0.4329514664716548, 0.41711599613819533]",16
3940,"[0.4273660693080431, 0.42084888704931056]",16
3941,"[0.4232067309929187, 0.4251347988237761]",16
3942,"[0.42670057517424564, 0.4218166735847326]",16
3943,"[0.42755621048671555, 0.42430526751892705]",16
3944,"[0.4288158958059754, 0.4266556062421957]",16
3945,"[0.4304558634656922, 0.4287294345436128]",16
3946,"[0.43249988116597476, 0.4306650075948097]",16
3947,"[0.43494794885615934, 0.432462325454728]",17
3948,"[0.4378000665531338, 0.4338448776425746]",17
