index,unit2_pos,unit1_beam
1588,"[0.6152255549847895, 0.47725701642740526]",17
583,"[0.37593288016472237, 0.3401078390747387]",14
9152,"[0.34080429718966865, 0.4775335268885513]",18
2368,"[0.41469791320088534, 0.399004562406675]",15
2857,"[0.506607406005309, 0.7442278445803755]",20
9369,"[0.20829966249380485, 0.4248582883822773]",19
1547,"[0.5850644103215521, 0.47117378681266864]",17
9156,"[0.3349812235653824, 0.4348126641779967]",17
5323,"[0.29120121690162504, 0.4042582607362098]",16
9745,"[0.19613062699121722, 0.436333471576769]",17
9332,"[0.3527594238641388, 0.416286464813699]",17
598,"[0.3851547273894433, 0.2409788469467949]",9
3924,"[0.812354423168259, 0.8151527720094482]",20
4422,"[0.289870228650918, 0.6285082261589782]",24
7977,"[0.24328563958907626, 0.3659615650306937]",12
3690,"[0.7958834434538766, 0.3770219825727609]",15
287,"[0.2712363930228037, 0.3857320613915594]",14
7220,"[0.10631268716907834, 0.31757223831853254]",9
9594,"[0.18227408851313476, 0.39941932807874675]",15
8565,"[0.19496601226973756, 0.42057237658816454]",17
3889,"[0.7984741170407315, 0.47850131340432606]",17
797,"[0.3385463706781565, 0.44863818611540424]",18
10283,"[0.3650710652633967, 0.45195631133480046]",19
1749,"[0.4998573941202177, 0.40882068297182134]",15
4992,"[0.2267433569432467, 0.387114613579406]",15
10199,"[0.3639777534902522, 0.45721000964468805]",17
3612,"[0.766482863522217, 0.3077561177926807]",14
4275,"[0.339211864811954, 0.5502557721578952]",22
2685,"[0.6068118077736484, 0.9560348403125246]",24
11118,"[0.2821219755735744, 0.19770496335324275]",4
10988,"[0.27358939011520805, 0.15443107975969064]",2
2249,"[0.4900175880605893, 0.26724733857482175]",12
7285,"[0.24340447781941354, 0.333609843768283]",11
2918,"[0.547178780247304, 0.6622424996681773]",20
7290,"[0.24542472785336314, 0.3441172404077054]",11
7669,"[0.23261396586642305, 0.3503387252923095]",12
9033,"[0.3734848124745378, 0.3940273745382862]",16
9706,"[0.19280315633911768, 0.43605696113527026]",17
8820,"[0.3548509768464235, 0.41559518871977574]",17
5991,"[0.27541949897048523, 0.38407299874256684]",15
9773,"[0.19449065931461249, 0.43578045067412424]",17
3981,"[0.5542377715414052, 0.2935158302028486]",14
4299,"[0.42941008699143773, 0.3575279966730412]",15
6009,"[0.359461900467228, 0.39112401491237275]",15
4583,"[0.3406141560109962, 0.3366514586051222]",14
178,"[0.2860674050436934, 0.5112678003388086]",19
4010,"[0.459476161056895, 0.36817364854303664]",15
204,"[0.28007795789017975, 0.3988663071957492]",15
715,"[0.3657840946960843, 0.20212913035828128]",7
1570,"[0.6201692256471608, 0.3795105765462498]",15
2938,"[0.6732423824670862, 0.5161067330355661]",19
7780,"[0.21885249798612078, 0.48499930871078173]",22
4940,"[0.34693635023985253, 0.4186368035369677]",17
11072,"[0.2748253077850229, 0.15373980366576734]",2
5439,"[0.33645481769587177, 0.4089589381827471]",16
7919,"[0.15836383514730648, 0.45057375914695386]",24
3565,"[0.7623472928734255, 0.30139637769715083]",15
9816,"[0.19810334172627672, 0.4306650075948097]",17
6679,"[0.20447307125402317, 0.46785566153433067]",22
3494,"[0.7233921186585901, 0.36679109635519]",15
9817,"[0.1980320387948295, 0.43080326280573544]",17
424,"[0.3388078148051641, 0.381860915230224]",14
66,"[0.314541046731436, 0.47435365684078634]",18
8761,"[0.36428673289926194, 0.4168394856770493]",17
8234,"[0.22398630982716447, 0.5275819161907633]",25
10770,"[0.2552407662635464, 0.20185261993642975]",4
7871,"[0.144935114325459, 0.5282731923043339]",25
2662,"[0.6321005846890738, 0.8835891054650322]",22
4110,"[0.3107382231242114, 0.5040785289580769]",20
10798,"[0.26161049579129286, 0.15526061108418693]",2
1823,"[0.4709559347762401, 0.4019079220129412]",15
8046,"[0.23979179540774934, 0.40439651596678283]",16
1852,"[0.4739268907204398, 0.35573067881312287]",14
2939,"[0.6809906355444298, 0.49675100232712494]",18
4632,"[0.3698483623965406, 0.3468823447833986]",13
10945,"[0.27358939011520805, 0.15581363194753722]",2
8825,"[0.3551124209734311, 0.4157334439307015]",17
1899,"[0.45857299044553496, 0.32379372320313665]",14
3306,"[0.5628891952301087, 0.03387252870047756]",11
575,"[0.3705138565303381, 0.4218166735847326]",16
3420,"[0.4853828968072278, 0.3168809622442565]",15
7895,"[0.15608214098634932, 0.5842665560692984]",30
10446,"[0.25383847506450424, 0.39941932807874675]",16
9828,"[0.19674858582612462, 0.4312180284778072]",17
6019,"[0.338332461850039, 0.387114613579406]",15
7043,"[0.1986499976297369, 0.4328770911267998]",18
2083,"[0.48535912915778273, 0.4290059449654643]",15
3501,"[0.6642344440704828, 0.41670123046612356]",16
5545,"[0.2829776108691564, 0.4483616756542582]",17
7758,"[0.21992204210982025, 0.48444628784743143]",22
9120,"[0.3996529923518782, 0.38434950920371286]",15
6892,"[0.1512335409048703, 0.39554818195670577]",15
784,"[0.33766696771624155, 0.47117378681266864]",20
9228,"[0.335218900026057, 0.4317710493411575]",17
10779,"[0.25474164567586427, 0.2025438960500003]",4
4246,"[0.3329134382325427, 0.37135351859080157]",14
7409,"[0.2171412273611809, 0.30499101341698753]",9
2439,"[0.43076484289158984, 0.45707175443376225]",17
6349,"[0.15843513809564164, 0.4316327941302317]",19
9264,"[0.3318676617414003, 0.4334301119901501]",17
6860,"[0.14177401720258684, 0.47698050600555375]",22
4659,"[0.35851119455697783, 0.48817917875854666]",20
4536,"[0.3975614393695935, 0.3163279413809062]",13
10937,"[0.2766554166403, 0.156366652850182]",2
8077,"[0.263416836997125, 0.40785289643639927]",17
1218,"[0.30619860246863007, 0.3177104935687528]",11
3717,"[0.7950753434402968, 0.5025577215593046]",17
831,"[0.37828587725712676, 0.07078667217885255]",4
5368,"[0.3269952940104763, 0.4139361260904304]",17
7374,"[0.28302514616804647, 0.47269459421144094]",20
9282,"[0.3298949469894529, 0.43467440894742365]",17
1810,"[0.4695774112266429, 0.4025991980872172]",15
7029,"[0.19451442696405755, 0.41324484997685984]",17
4969,"[0.2979749964361614, 0.30167288811900234]",13
3427,"[0.48778342919852224, 0.3148071339428394]",15
2607,"[0.654180729199625, 0.3242084888752084]",14
5090,"[0.2871844844831709, 0.47269459421144094]",19
7579,"[0.22429528925306214, 0.3958246923785573]",15
868,"[0.3573228121860531, 0.3940273745382862]",14
5141,"[0.33350762941800505, 0.20185261993642975]",8
9256,"[0.3328659029336526, 0.43495091938892244]",17
1405,"[0.42995674287801, 0.45831605143033033]",17
5593,"[0.3081475495542445, 0.501866445445734]",18
620,"[0.3477919855523225, 0.3865615926767612]",14
8283,"[0.19430051813594007, 0.2908889810380812]",6
9566,"[0.17552407662804342, 0.3833817226682908]",14
10294,"[0.3600085563538002, 0.41988110047459404]",17
8507,"[0.2154537243856861, 0.4538918844252918]",20
7259,"[0.2192090126940206, 0.47615097468105744]",20
5013,"[0.20335599181454567, 0.46204894234144556]",19
9714,"[0.19239910633232776, 0.43495091938892244]",17
6828,"[0.1683224794372721, 0.3531038296680027]",11
10520,"[0.2236535627687097, 0.2253560071691162]",5
9022,"[0.36835100061660614, 0.3907092492599482]",16
5474,"[0.347126491418525, 0.432462325454728]",17
11206,"[0.2588296810426535, 0.34231992258708155]",12
9700,"[0.1931596710470175, 0.4359187059243445]",17
360,"[0.33966345010074606, 0.3710770081493028]",13
9502,"[0.23087892760892606, 0.3489561730848157]",12
1095,"[0.30218187003328795, 0.3771602377836867]",14
10507,"[0.2480867043716652, 0.2729158025567811]",7
5654,"[0.38715120977394785, 0.3399695838245184]",15
10276,"[0.3619812710888597, 0.457486520105834]",19
8704,"[0.22025478918516297, 0.40909719339367284]",17
3398,"[0.518491229731444, 0.6609982026716091]",20
4413,"[0.28295384321971134, 0.49910134108968807]",19
6546,"[0.13131625230805113, 0.4179455274430444]",19
9887,"[0.1915197033704128, 0.42693211668369446]",17
5524,"[0.2290012834547588, 0.5246785566041444]",20
892,"[0.2959072111033217, 0.3316742706974389]",12
10081,"[0.3628606740507747, 0.45624222314856044]",17
6378,"[0.18771687978007612, 0.41352136041835863]",17
10453,"[0.25398108094428656, 0.39914281761760073]",16
3834,"[0.7923420639905476, 0.47476842249321083]",17
9463,"[0.23318438940244035, 0.40965021429631765]",17
9632,"[0.18914293862856338, 0.43674823724884076]",19
7506,"[0.12687170223336203, 0.47808654775190157]",24
1035,"[0.24815800732000032, 0.3920918014477948]",15
3908,"[0.7994723582329838, 0.5545416839323607]",17
660,"[0.3181299614936552, 0.6838103138300196]",25
794,"[0.3384988353792664, 0.4501589935141766]",19
7526,"[0.1742168560098935, 0.33775750035147]",11
8169,"[0.22709987165114653, 0.4139361260904304]",17
3929,"[0.5560678803966823, 0.4064703442485527]",15
307,"[0.27142653420147617, 0.4498824830530306]",17
7936,"[0.22902505110420388, 0.4880409235476209]",22
9179,"[0.33683510005321665, 0.4267938614531214]",17
8366,"[0.16390169701202806, 0.36153739804530244]",12
688,"[0.38251651852058627, 0.24858288399959835]",11
2444,"[0.42936255169254767, 0.5004838932775346]",17
9620,"[0.18648096211026133, 0.4248582883822773]",17
8949,"[0.3602224651819177, 0.41255357388293656]",17
3855,"[0.7945999905020596, 0.47974561040089414]",17
1367,"[0.43616009887652907, 0.4370247476706923]",17
4469,"[0.3028235965176404, 0.2689064012238143]",11
7706,"[0.21892380091756797, 0.32973869764624203]",9
1430,"[0.4432903931189653, 0.44172542513687685]",17
9456,"[0.16380662641424787, 0.4014931563408694]",16
5823,"[0.3608404240168251, 0.4077146412254735]",16
10703,"[0.25505062508487397, 0.19894926033016358]",4
10928,"[0.2762989019324002, 0.15567537673661147]",2
2518,"[0.4113466748993408, 0.41462740216470645]",16
2294,"[0.4230878927625814, 0.4337066224120016]",15
218,"[0.27475400485357565, 0.37646896170941063]",14
3339,"[0.5545467509673028, 0.3655467993782692]",15
3947,"[0.43494794885615934, 0.432462325454728]",17
859,"[0.3267338498834687, 0.2794137978632367]",9
3343,"[0.5526215715142455, 0.43107977326688146]",16
5677,"[0.3580120739692957, 0.33734273467939824]",15
7012,"[0.19094927983439547, 0.41324484997685984]",17
3449,"[0.4976470029075956, 0.403843495064138]",16
8958,"[0.36065028283815265, 0.4128300843440826]",17
366,"[0.34211151780781857, 0.4030139637789362]",15
7597,"[0.2319247040831805, 0.41670123046612356]",15
11346,"[0.23363597470812036, 0.4136596156292844]",18
5202,"[0.2234871892394823, 0.2624084059173587]",9
4016,"[0.45396206684161844, 0.3110742430513714]",14
3375,"[0.531729809391507, 0.6969445596538566]",20
8025,"[0.21319579787417398, 0.4017696668020154]",16
3433,"[0.4913485763112964, 0.33637494814397617]",15
10436,"[0.25452773684774677, 0.3974837550079027]",16
3384,"[0.52818842991129, 0.6943177104694419]",20
3667,"[0.7932452345850197, 0.3612608875841564]",15
9045,"[0.3763606978209573, 0.4350891745998482]",17
4195,"[0.23142558349549833, 0.6448223420305802]",25
219,"[0.2743737224962308, 0.37646896170941063]",14
3857,"[0.7949089699110694, 0.47974561040089414]",17
546,"[0.31981746446915, 0.5318678279848761]",20
3863,"[0.7962874934606666, 0.47933084472882237]",17
4873,"[0.30460617007402746, 0.2629614267610617]",11
5369,"[0.3279222322543934, 0.41324484997685984]",17
1616,"[0.5384560536271533, 0.4131065947659341]",16
585,"[0.3784760184357992, 0.3098299460744506]",13
1434,"[0.4442886343112175, 0.4392368311830352]",17
5882,"[0.2737795312938805, 0.3771602377836867]",15
4312,"[0.435209392966279, 0.39458039538198925]",15
2618,"[0.6591243998619962, 0.4682704271867552]",15
4837,"[0.2910110757229526, 0.49730402321012246]",20
9005,"[0.36576032704663924, 0.412138808230512]",17
2769,"[0.5988734135176325, 0.5443107977147899]",19
6345,"[0.1410609877867872, 0.440481128159956]",19
5001,"[0.21716499501062594, 0.48817917875854666]",19
10663,"[0.2554784427411089, 0.19604590074354467]",4
7641,"[0.22343965394059223, 0.23130098161222154]",3
7413,"[0.21697485383195353, 0.32503802019970474]",9
6655,"[0.20261919474930096, 0.5465228812271327]",27
1199,"[0.29096354042406253, 0.25107147793379275]",9
7372,"[0.27007177830132406, 0.4699294898357478]",20
2520,"[0.44542948138325217, 0.4226462048699344]",16
9676,"[0.19170984456597315, 0.4381307894366874]",18
39,"[0.31603840851137044, 0.47117378681266864]",19
10150,"[0.3637876122946918, 0.4577630305473328]",17
5750,"[0.28739839331128836, 0.419466334861464]",17
11073,"[0.274896610733358, 0.1538780588766931]",2
6501,"[0.16352141465468317, 0.4660583437137068]",20
11303,"[0.23080762466059093, 0.4139361260904304]",17
6794,"[0.17355136187609602, 0.3524125535544322]",11
3892,"[0.7981889052642789, 0.4789160790763978]",17
10880,"[0.2703569900608887, 0.15111295450099993]",2
10217,"[0.3635261681845722, 0.4610811558060235]",17
6304,"[0.2059466654014005, 0.39872805196517624]",15
5246,"[0.24019584541453926, 0.2907507258271554]",10
2356,"[0.410110757229526, 0.2613023641513636]",12
4176,"[0.20266673004819105, 0.6084612193959082]",22
3545,"[0.7825022579309192, 0.3880824000755336]",17
4669,"[0.3629082093496648, 0.3894649522830274]",17
10420,"[0.2547654133253093, 0.39706898935547813]",16
1778,"[0.4806531349560861, 0.4248582883822773]",16
10645,"[0.25531206921188154, 0.19825798421659305]",4
3389,"[0.5281171269629549, 0.6941794552585162]",20
9956,"[0.31451727908199095, 0.44753214432976196]",17
9672,"[0.19266055045933533, 0.4378542789951886]",19
8302,"[0.21828207443321554, 0.37218304987600337]",12
9475,"[0.21253030375726442, 0.40826766210847104]",16
6548,"[0.1307933640709239, 0.40619383382670116]",17
11001,"[0.27380329894332556, 0.15443107975969064]",2
4626,"[0.32694775871158616, 0.31494538917341236]",12
83,"[0.3143984408347657, 0.436333471576769]",17
4513,"[0.3287303322679732, 0.50684363333377]",21
576,"[0.3719636830282704, 0.4173925065403996]",16
3082,"[0.6176973903075312, 0.3119037743758677]",15
8775,"[0.3574178827838333, 0.4183602930758217]",17
45,"[0.3164662261676054, 0.4695147241833233]",19
1584,"[0.6258496934085527, 0.3735656020834972]",15
640,"[0.32245567333800695, 0.6228397621770189]",24
6364,"[0.18203641203557222, 0.4190515691893922]",17
3957,"[0.4540096021236206, 0.41269182913315683]",16
3345,"[0.5512668156140934, 0.47006774504667354]",17
8892,"[0.36015116223358257, 0.41435089174285494]",17
3672,"[0.7930788610557923, 0.3638877367685711]",15
2297,"[0.4212340162578592, 0.46854693764790123]",17
9474,"[0.21205495080213935, 0.4081294068582508]",16
8323,"[0.2003850358872339, 0.4749066777434311]",22
281,"[0.2715691400812585, 0.37550117517398857]",14
2944,"[0.7155487949834662, 0.407991151647325]",17
882,"[0.38334838618361117, 0.4108945112535912]",16
8987,"[0.363882682892472, 0.41269182913315683]",17
8630,"[0.22156200978642496, 0.39140052537351877]",14
6939,"[0.1738128060031036, 0.3808931286948019]",14
10919,"[0.2761800637020629, 0.15526061108418693]",2
2976,"[0.6750011883909162, 0.44089589383202776]",16
3299,"[0.5593715833993368, 0.18332642055248488]",14
2379,"[0.41667062793594484, 0.4635697497402179]",17
8460,"[0.22783666873327915, 0.3896032075136004]",14
5519,"[0.22576888340043946, 0.522881238744226]",21
8410,"[0.2115320625481242, 0.4677174063234049]",22
2599,"[0.6509007938464155, 0.2850822618451961]",14
4366,"[0.3833008508847211, 0.4136596156292844]",17
7337,"[0.20635071540819042, 0.40412000552528404]",16
3250,"[0.5663592717619906, 0.7232130512818834]",20
9753,"[0.19351618577180527, 0.43605696113527026]",17
1933,"[0.3942102010680489, 0.4451818056064933]",17
8396,"[0.2732091077578632, 0.31038296697709533]",8
860,"[0.32716166753970366, 0.2950366376212682]",9
4577,"[0.3455578266902554, 0.32973869764624203]",13
11159,"[0.2907971668948351, 0.18636803538932406]",4
9918,"[0.3112373437287815, 0.4554126918240642]",17
4866,"[0.35204639444833913, 0.3182635144321031]",12
8073,"[0.26210961639586294, 0.40743813078397473]",17
4221,"[0.548438465566564, 0.2878473662405365]",20
11298,"[0.23142558349549833, 0.41324484997685984]",17
1940,"[0.3953272805075264, 0.4454583160283448]",17
8218,"[0.22952417169188605, 0.4566569888206322]",20
5754,"[0.2866140609471536, 0.419466334861464]",17
2039,"[0.44288634311217534, 0.5155537121329213]",19
5541,"[0.2766078813582979, 0.46025162448152723]",19
8880,"[0.3584161239760856, 0.41462740216470645]",17
8889,"[0.3606027475392626, 0.4142126365319292]",17
3650,"[0.7764415078290705, 0.31287156091128976]",15
8742,"[0.3578457004400683, 0.41255357388293656]",17
4931,"[0.2783429196157948, 0.5436195216012193]",22
9884,"[0.1927556210402276, 0.4280381584300423]",17
8226,"[0.22584018633188668, 0.4952301949283526]",22
2322,"[0.4003897894171229, 0.3719065394737991]",15
4905,"[0.3058420877438423, 0.5132033734096527]",19
8995,"[0.36497599468250447, 0.41255357388293656]",17
1719,"[0.6912820269097382, 0.49910134108968807]",17
1160,"[0.24715976612774804, 0.4425549564417259]",18
8815,"[0.35444692683963364, 0.41559518871977574]",17
2702,"[0.5968293958173498, 0.7048251071481588]",20
8962,"[0.360341303412255, 0.41296833955500833]",17
8813,"[0.3543756239081864, 0.41559518871977574]",17
3811,"[0.8067690260046474, 0.4254113092456276]",15
7305,"[0.10303275181586889, 0.287985621431815]",8
3707,"[0.79162903455786, 0.4229227153114332]",15
2244,"[0.4913723439607414, 0.26462048941005434]",12
5143,"[0.330394067594023, 0.2113922300404301]",8
6195,"[0.27014308123277125, 0.5679524401976965]",25
10709,"[0.2556210486208913, 0.19936402596294087]",4
10435,"[0.25445643389941164, 0.39734549977732964]",16
99,"[0.3119503731445812, 0.4359187059243445]",16
6979,"[0.18610067975291644, 0.47974561040089414]",22
11288,"[0.2312354423168259, 0.4133831052074329]",17
6285,"[0.2915339639600798, 0.38061661827295035]",14
8010,"[0.2110567096098871, 0.4023226876653657]",16
7385,"[0.253743404483612, 0.49205032488058764]",22
7300,"[0.14258211721616668, 0.3309829945838684]",11
5996,"[0.29345914341313717, 0.3853172956998404]",15
2601,"[0.6508770261969705, 0.2907507258271554]",14
9819,"[0.19781812996671203, 0.4309415180166612]",17
6520,"[0.1455530731603664, 0.514032904734149]",25
10412,"[0.25552597803999905, 0.3962394580309818]",16
5298,"[0.29654893758767414, 0.40882068297182134]",15
3022,"[0.5921234016325411, 0.5148624360389981]",19
4371,"[0.41051480725320383, 0.3273883589229734]",14
8781,"[0.35682369159837096, 0.4179455274430444]",17
8287,"[0.19646337404967198, 0.30706484167911013]",7
6637,"[0.19710510053402444, 0.452371076987225]",19
10189,"[0.36416789466892463, 0.4581777962194046]",17
4248,"[0.32426201454383907, 0.39015622839659797]",15
2145,"[0.47368921424287724, 0.25660168670482636]",11
8637,"[0.22158577743587002, 0.40757638599490054]",15
1912,"[0.47231069069328013, 0.4173925065403996]",15
4404,"[0.3948994628512914, 0.3080326282145322]",12
8273,"[0.1917573798479753, 0.28867689754538556]",7
383,"[0.35195132385055894, 0.4103414903705937]",15
6084,"[0.356419641591581, 0.44144891469537806]",17
5342,"[0.3282549793128482, 0.4025991980872172]",16
10215,"[0.36271806817099234, 0.45969860361817694]",17
2577,"[0.6055521224543886, 0.43467440894742365]",16
8459,"[0.22712363930059157, 0.38905018665025015]",14
8867,"[0.3574654180658355, 0.41476565739527943]",17
9180,"[0.3371440794791143, 0.4267938614531214]",17
7085,"[0.2070162095419879, 0.3531038296680027]",13
7737,"[0.2204449303638354, 0.41435089174285494]",17
526,"[0.3264011028250139, 0.5097469929400362]",19
4472,"[0.2733517136545335, 0.28204064704765136]",11
9246,"[0.3395446118704088, 0.43412138806442613]",17
4411,"[0.3050577553797075, 0.4729711046332925]",17
8836,"[0.3561819651140185, 0.4164247200246248]",17
11285,"[0.23152065407639058, 0.41352136041835863]",17
5692,"[0.2574511574761684, 0.33402460942070755]",15
312,"[0.27099871654524116, 0.4690999585112515]",18
7018,"[0.1919712886760928, 0.41255357388293656]",17
2374,"[0.4204021485948343, 0.46495230192806447]",17
3080,"[0.6169843608917316, 0.3022259090216471]",14
5726,"[0.20254789180096583, 0.39485690584313526]",16
9276,"[0.33060797642214046, 0.4338448776425746]",17
6451,"[0.0, 0.4301119867314594]",20
2053,"[0.4776346437298842, 0.36430250242099566]",15
4920,"[0.29162903455786, 0.5557859809289287]",22
6514,"[0.14952227027993045, 0.5033872528445064]",24
7598,"[0.23256643056753296, 0.4301119867314594]",15
10366,"[0.23862718068626967, 0.3655467993782692]",14
8047,"[0.2400532395347569, 0.40439651596678283]",16
11345,"[0.23380234823734775, 0.4136596156292844]",18
4288,"[0.39385368636014906, 0.4345361537364979]",17
2900,"[0.5098873413585184, 0.6630720309533791]",20
5893,"[0.27328041070619835, 0.3770219825727609]",15
11061,"[0.2762989019324002, 0.15498410066233542]",2
10580,"[0.21155583019756927, 0.22120835062522368]",4
2855,"[0.5267148357639126, 0.6756532558942185]",20
4171,"[0.222916765703465, 0.5592423613985452]",19
7172,"[0.09469030755306294, 0.3041614820924912]",9
5192,"[0.2263393069364568, 0.24180837825164395]",11
1988,"[0.38945667158435004, 0.20378819298762663]",11
346,"[0.33676379712176946, 0.349370938717593]",14
8192,"[0.23427770119247282, 0.4144891469537807]",17
4018,"[0.45819270808819007, 0.300428591181376]",14
6866,"[0.14213053191048666, 0.45624222314856044]",21
289,"[0.2710224841946862, 0.391262270162593]",14
8751,"[0.3614108475528424, 0.41559518871977574]",17
4830,"[0.29006036982959044, 0.502972487211729]",20
2695,"[0.5986595046895149, 0.8118346467507576]",22
11284,"[0.23149688644383348, 0.41352136041835863]",17
3831,"[0.7934591434131372, 0.47587446423955865]",17
6969,"[0.1871939915429489, 0.49412415318200476]",23
8104,"[0.25020202500339495, 0.40909719339367284]",17
6439,"[0.144055711363544, 0.43025024194238515]",19
4303,"[0.45091980796597153, 0.3215816396907938]",8
9679,"[0.1912344916108481, 0.4378542789951886]",18
10253,"[0.3569425298287083, 0.45624222314856044]",18
11067,"[0.27541949897048523, 0.1541545693378391]",2
4865,"[0.3599847887043552, 0.3283561454387482]",13
6215,"[0.2636069781757974, 0.49232683534173366]",22
8753,"[0.3609117269651602, 0.41670123046612356]",17
8715,"[0.2319247040831805, 0.40937370383517163]",17
6947,"[0.17585682368649821, 0.39057099404902246]",14
4497,"[0.3520226267988941, 0.6485552329416954]",24
6957,"[0.1802300708297401, 0.44919120693946]",19
3450,"[0.4979322146671603, 0.40743813078397473]",16
6628,"[0.19014117982081563, 0.3656850546088422]",11
3371,"[0.5343917859098091, 0.6897552882338304]",20
3212,"[0.5641964158482586, 0.4997926171639641]",17
5052,"[0.3665684270602191, 0.3831052122071448]",15
9099,"[0.39777534819771093, 0.40882068297182134]",16
4204,"[0.3272567381205959, 0.5798423890446127]",23
7033,"[0.1955602034551999, 0.4124153186720108]",17
4881,"[0.32732804106893104, 0.25162449883643756]",9
6088,"[0.32789846460494837, 0.44061938337088175]",17
261,"[0.27366069306354324, 0.3396930734026669]",12
8946,"[0.3599847887043552, 0.4128300843440826]",17
8971,"[0.3613633122539523, 0.4131065947659341]",17
7896,"[0.15598707040545706, 0.5838517903972267]",30
5396,"[0.32789846460494837, 0.39292133277229113]",16
922,"[0.34327613252929823, 0.3602931010487344]",13
2561,"[0.5628891952301087, 0.4328770911267998]",17
6350,"[0.16440081759971023, 0.4301119867314594]",19
3273,"[0.5505062508994036, 0.6882344808350581]",20
6701,"[0.21143699196723195, 0.34729711045547035]",11
1898,"[0.45486523743609053, 0.2950366376212682]",13
7830,"[0.22652944811512923, 0.5125120973157293]",24
7865,"[0.14648001140428352, 0.5274436609994848]",25
1519,"[0.4936065028228085, 0.45416839484714333]",17
349,"[0.3395683795198538, 0.33817226600389455]",12
10369,"[0.24045728954154683, 0.37176828426287334]",14
474,"[0.34867138851423746, 0.4193280796505382]",16
182,"[0.2878024433180783, 0.5358772293571373]",20
2097,"[0.46603603174642594, 0.46813217197582946]",17
46,"[0.31660883204738777, 0.46882344806975274]",19
876,"[0.3983933070326183, 0.42472003317135154]",17
6314,"[0.2213005656594174, 0.4017696668020154]",15
8038,"[0.23601273944996978, 0.403843495064138]",16
338,"[0.3237628939561569, 0.42914420017639004]",17
987,"[0.20794314778590503, 0.1618968615819211]",7
8184,"[0.22698103342080922, 0.4136596156292844]",17
5120,"[0.312330655501926, 0.329462187185096]",13
8212,"[0.23240005703830557, 0.4298354762899606]",17
2677,"[0.6185767932694461, 0.9959905986277388]",24
7689,"[0.2194942244535853, 0.29144200194072595]",7
4685,"[0.35513618862287616, 0.23309829945249266]",9
4396,"[0.42344440747048123, 0.23143923682314732]",9
8105,"[0.24497314256457106, 0.4089589381827471]",17
9782,"[0.1926843181087804, 0.43522742985006846]",17
5168,"[0.2535057280060494, 0.5126503525266551]",20
5123,"[0.31725055853174017, 0.30347020601821517]",12
9122,"[0.4010790512003654, 0.40965021429631765]",16
11300,"[0.23109283643704356, 0.41352136041835863]",17
5343,"[0.33469601178892977, 0.4025991980872172]",16
8053,"[0.2416219042630265, 0.40577906817427667]",16
9442,"[0.22073014212340009, 0.41462740216470645]",17
6879,"[0.14569567904014874, 0.4097884695072434]",17
900,"[0.38693730094583034, 0.3323655467913622]",12
80,"[0.31423206732242626, 0.45209456656537345]",18
6809,"[0.17433569425711873, 0.3526890640155782]",11
4433,"[0.3095023054543966, 0.5389188441939765]",22
4364,"[0.3708228359562358, 0.45638047835948625]",19
7314,"[0.08192708084812501, 0.32310244708956615]",9
7121,"[0.21386129200797147, 0.28992119450265913]",7
7951,"[0.18070542376797724, 0.45167980091294896]",23
409,"[0.41222607786125576, 0.4001106041530228]",15
9796,"[0.19475210344162006, 0.4312180284778072]",17
4034,"[0.40333697771187754, 0.30817088342545795]",12
3012,"[0.5920045633853158, 0.5953269735720712]",19
10304,"[0.3032751818233204, 0.4039817502750638]",17
3039,"[0.5977801017276, 0.32448499929706]",15
4293,"[0.40309930123431503, 0.4149039126062052]",16
3261,"[0.5582069686778571, 0.7291580257053415]",20
11103,"[0.2817892284982317, 0.15042167842672388]",2
8279,"[0.19220896515365532, 0.28577353791947213]",6
7963,"[0.22809811284339881, 0.345776303056698]",11
1272,"[0.3475543090747599, 0.41075625604266547]",15
4524,"[0.3505252650020717, 0.423337480983505]",17
6672,"[0.203094547704426, 0.4957832158113501]",24
864,"[0.3347673147372649, 0.34964744917873897]",12
2412,"[0.41270143081638083, 0.34619106870912253]",15
8471,"[0.22966677758855633, 0.39140052537351877]",15
676,"[0.3313923087862753, 0.53753629200613]",23
1931,"[0.3923087892813245, 0.44490529516499455]",17
555,"[0.3240481057157216, 0.47794829254097576]",19
1104,"[0.30529543185727004, 0.37992534217902707]",14
1546,"[0.5850644103215521, 0.4713120420235944]",17
8177,"[0.22553120692287695, 0.4136596156292844]",17
3428,"[0.48828254978620445, 0.31784874877967856]",15
3965,"[0.5324190711747495, 0.3139776026576376]",15
10704,"[0.25531206921188154, 0.19908751554108933]",4
10887,"[0.2680515282504865, 0.18139084750128803]",3
4954,"[0.38624803917947576, 0.3907092492599482]",15
8572,"[0.19318343869646257, 0.40577906817427667]",15
9454,"[0.15648619099313923, 0.40107839068844486]",17
9789,"[0.1938727004797051, 0.4339831328535004]",17
9147,"[0.36863621239305877, 0.48403152217535966]",18
7917,"[0.15919570281033138, 0.4971657679991967]",26
4773,"[0.3467224414117351, 0.416286464813699]",16
6486,"[0.18671863858782387, 0.4370247476706923]",19
10040,"[0.35967580929534543, 0.45638047835948625]",17
9645,"[0.19228026810199048, 0.4356421954631985]",19
9804,"[0.19845985643417655, 0.4290059449654643]",17
1730,"[0.6093311783952802, 0.2689064012238143]",14
9851,"[0.18985596806125096, 0.4317710493411575]",17
6627,"[0.1894994533364632, 0.3565602101376192]",11
7414,"[0.21671340970494596, 0.32559104106305503]",9
